DATE(MEAN)	DATE(MODE)	WHO(MODE)	PATH
2007-09-24	2007-09-19	Thomas Wouters	Lib/test/decimaltestdata/exp.decTest
2007-09-25	2007-09-19	Thomas Wouters	Lib/test/decimaltestdata/copysign.decTest
2007-09-25	2007-09-19	Thomas Wouters	Lib/test/decimaltestdata/ddCopySign.decTest
2007-09-25	2007-09-19	Thomas Wouters	Lib/test/decimaltestdata/ddLogB.decTest
2007-09-25	2007-09-19	Thomas Wouters	Lib/test/decimaltestdata/dqCopySign.decTest
2007-09-25	2007-09-19	Thomas Wouters	Lib/test/decimaltestdata/dqLogB.decTest
2007-09-25	2007-09-19	Thomas Wouters	Lib/test/decimaltestdata/invert.decTest
2007-09-26	2003-02-27	Skip Montanaro	Lib/opcode.py
2007-09-26	2007-08-15	Georg Brandl	Doc/library/pwd.rst
2007-09-26	2007-09-19	Thomas Wouters	Lib/test/decimaltestdata/ddAdd.decTest
2007-09-26	2007-09-19	Thomas Wouters	Lib/test/decimaltestdata/nextminus.decTest
2007-09-26	2007-09-19	Thomas Wouters	Lib/test/decimaltestdata/nextplus.decTest
2007-09-27	2007-09-19	Thomas Wouters	Lib/test/decimaltestdata/class.decTest
2007-09-27	2007-09-19	Thomas Wouters	Lib/test/decimaltestdata/ddAbs.decTest
2007-09-27	2007-09-19	Thomas Wouters	Lib/test/decimaltestdata/ddNextMinus.decTest
2007-09-27	2007-09-19	Thomas Wouters	Lib/test/decimaltestdata/ddNextPlus.decTest
2007-09-27	2007-09-19	Thomas Wouters	Lib/test/decimaltestdata/dqAbs.decTest
2007-09-27	2007-09-19	Thomas Wouters	Lib/test/decimaltestdata/dqNextMinus.decTest
2007-09-27	2007-09-19	Thomas Wouters	Lib/test/decimaltestdata/dqNextPlus.decTest
2007-09-28	2012-05-14	Giampaolo Rodola'	Lib/stat.py
2007-09-29	2007-09-19	Thomas Wouters	Lib/test/decimaltestdata/ddDivideInt.decTest
2007-09-29	2007-09-19	Thomas Wouters	Lib/test/decimaltestdata/dqDivideInt.decTest
2007-09-30	2007-08-15	Georg Brandl	Doc/includes/minidom-example.py
2007-10-01	2007-09-19	Thomas Wouters	Lib/test/decimaltestdata/copy.decTest
2007-10-01	2007-09-19	Thomas Wouters	Lib/test/decimaltestdata/copyabs.decTest
2007-10-01	2007-09-19	Thomas Wouters	Lib/test/decimaltestdata/copynegate.decTest
2007-10-01	2007-09-19	Thomas Wouters	Lib/test/decimaltestdata/ddCopy.decTest
2007-10-01	2007-09-19	Thomas Wouters	Lib/test/decimaltestdata/ddCopyAbs.decTest
2007-10-01	2007-09-19	Thomas Wouters	Lib/test/decimaltestdata/ddCopyNegate.decTest
2007-10-01	2007-09-19	Thomas Wouters	Lib/test/decimaltestdata/ddMinus.decTest
2007-10-01	2007-09-19	Thomas Wouters	Lib/test/decimaltestdata/ddPlus.decTest
2007-10-01	2007-09-19	Thomas Wouters	Lib/test/decimaltestdata/dqCopy.decTest
2007-10-01	2007-09-19	Thomas Wouters	Lib/test/decimaltestdata/dqCopyAbs.decTest
2007-10-01	2007-09-19	Thomas Wouters	Lib/test/decimaltestdata/dqCopyNegate.decTest
2007-10-01	2007-09-19	Thomas Wouters	Lib/test/decimaltestdata/dqMinus.decTest
2007-10-01	2007-09-19	Thomas Wouters	Lib/test/decimaltestdata/dqPlus.decTest
2007-10-02	2007-09-19	Thomas Wouters	Lib/test/decimaltestdata/dqClass.decTest
2007-10-03	2007-09-19	Thomas Wouters	Lib/test/decimaltestdata/ddClass.decTest
2007-10-03	2007-09-19	Thomas Wouters	Lib/test/decimaltestdata/ddDivide.decTest
2007-10-03	2007-09-19	Thomas Wouters	Lib/test/decimaltestdata/dqQuantize.decTest
2007-10-05	2007-09-19	Thomas Wouters	Lib/test/decimaltestdata/decDouble.decTest
2007-10-05	2007-09-19	Thomas Wouters	Lib/test/decimaltestdata/decQuad.decTest
2007-10-05	2007-09-19	Thomas Wouters	Lib/test/decimaltestdata/dqAdd.decTest
2007-10-10	2001-01-31	Barry Warsaw	Lib/smtpd.py
2007-10-10	2012-11-10	Guido van Rossum	Objects/sliceobject.c
2007-10-11	2007-09-19	Thomas Wouters	Lib/test/decimaltestdata/dqMultiply.decTest
2007-10-14	1997-11-18	Martin v. Löwis	Modules/_localemodule.c
2007-10-15	2007-08-15	Georg Brandl	Doc/library/formatter.rst
2007-10-15	2007-08-30	Guido van Rossum	Lib/test/test_email/data/msg_44.txt
2007-10-16	2004-07-18	Hye-Shik Chang	Modules/cjkcodecs/emu_jisx0213_2000.h
2007-10-17	2003-05-18	Walter Dörwald	Lib/test/test_array.py
2007-10-17	2004-07-18	Hye-Shik Chang	Modules/cjkcodecs/_codecs_hk.c
2007-10-17	2007-09-19	Thomas Wouters	Lib/test/decimaltestdata/ddMultiply.decTest
2007-10-18	2007-08-15	Georg Brandl	Doc/library/frameworks.rst
2007-10-18	2020-05-07	Petr Viktorin	Include/methodobject.h
2007-10-19	2007-08-30	Guido van Rossum	Lib/test/test_email/data/msg_26.txt
2007-10-21	2006-02-08	Armin Rigo	Modules/_lsprof.c
2007-10-22	2007-08-30	Guido van Rossum	Lib/email/iterators.py
2007-10-23	2007-10-09	Guido van Rossum	Tools/scripts/make_ctype.py
2007-10-24	2001-10-26	Steven M. Gava	Lib/idlelib/dynoption.py
2007-10-26	2007-09-19	Thomas Wouters	Lib/test/decimaltestdata/scaleb.decTest
2007-10-29	2004-01-17	Guido van Rossum	Lib/test/test_codecencodings_kr.py
2007-10-29	2007-08-30	Guido van Rossum	Lib/test/test_email/data/msg_12a.txt
2007-10-30	2007-08-16	Walter Dörwald	Lib/encodings/utf_32.py
2007-10-31	2007-09-19	Thomas Wouters	Lib/test/decimaltestdata/decSingle.decTest
2007-11-02	2007-08-30	Guido van Rossum	Lib/test/test_email/data/msg_12.txt
2007-11-03	2007-08-15	Georg Brandl	Doc/library/fileformats.rst
2007-11-06	2017-03-11	Tim Peters	PCbuild/rmpyc.py
2007-11-07	2003-02-26	Walter Dörwald	Lib/test/test_ucn.py
2007-11-07	2007-03-18	Guido van Rossum	Lib/test/test_metaclass.py
2007-11-07	2007-08-30	Guido van Rossum	Lib/email/base64mime.py
2007-11-08	2002-09-02	Walter Dörwald	Python/codecs.c
2007-11-10	2007-08-15	Georg Brandl	Doc/whatsnew/2.0.rst
2007-11-14	2006-03-08	Thomas Heller	Lib/ctypes/test/test_numbers.py
2007-11-17	2013-11-15	Greg Ward	Lib/distutils/archive_util.py
2007-11-18	2002-07-19	Guido van Rossum	Lib/test/test_strptime.py
2007-11-18	2007-08-15	Georg Brandl	Doc/includes/sqlite3/converter_point.py
2007-11-18	2007-08-15	Georg Brandl	Doc/library/curses.panel.rst
2007-11-19	2004-07-18	Hye-Shik Chang	Modules/cjkcodecs/_codecs_tw.c
2007-11-19	2006-05-27	Thomas Wouters	Mac/BuildScript/scripts/postflight.patch-profile
2007-11-20	2000-08-15	Kurt B. Kaiser	Lib/idlelib/mainmenu.py
2007-11-22	2001-01-25	Raymond Hettinger	Lib/random.py
2007-11-23	2002-04-26	Guido van Rossum	Objects/enumobject.c
2007-11-23	2007-08-15	Georg Brandl	Doc/library/tkinter.tix.rst
2007-11-25	2007-08-30	Guido van Rossum	Lib/numbers.py
2007-11-28	2007-08-15	Georg Brandl	Doc/whatsnew/2.4.rst
2007-11-28	2012-04-09	Georg Brandl	Tools/README
2007-11-28	2016-05-28	Kurt B. Kaiser	Lib/idlelib/idle.pyw
2007-11-29	2007-08-15	Georg Brandl	Doc/extending/windows.rst
2007-11-30	2006-03-05	Martin v. Löwis	PC/_msi.c
2007-11-30	2007-08-15	Georg Brandl	Doc/library/xml.dom.rst
2007-12-02	2006-05-27	Thomas Wouters	Lib/test/test_mailbox.py
2007-12-02	2007-02-01	Thomas Wouters	Lib/test/test_popen.py
2007-12-03	2007-12-03	Christian Heimes	Lib/test/randv2_32.pck
2007-12-03	2007-12-03	Christian Heimes	Lib/test/randv2_64.pck
2007-12-03	2007-12-03	Christian Heimes	Lib/test/randv3.pck
2007-12-04	2007-08-30	Guido van Rossum	Lib/test/test_email/data/msg_08.txt
2007-12-04	2007-08-30	Guido van Rossum	Lib/test/test_email/data/msg_09.txt
2007-12-05	2016-12-15	Victor Stinner	Include/abstract.h
2007-12-07	2008-12-29	Martin v. Löwis	Lib/tkinter/scrolledtext.py
2007-12-08	2007-08-15	Georg Brandl	Doc/reference/index.rst
2007-12-09	2001-01-25	Jeremy Hylton	Objects/cellobject.c
2007-12-09	2006-03-08	Thomas Heller	Lib/ctypes/__init__.py
2007-12-09	2006-03-08	Thomas Heller	Lib/ctypes/test/test_sizes.py
2007-12-09	2007-08-15	Georg Brandl	Doc/library/pipes.rst
2007-12-13	2008-02-05	Guido van Rossum	Lib/test/test_descr.py
2007-12-15	2007-08-15	Georg Brandl	Doc/whatsnew/2.1.rst
2007-12-15	2007-12-10	Christian Heimes	Lib/test/floating_points.txt
2007-12-17	2007-08-15	Georg Brandl	Doc/library/allos.rst
2007-12-19	2007-11-01	Guido van Rossum	Lib/test/decimaltestdata/extra.decTest
2007-12-19	2007-12-19	Christian Heimes	Include/pystrcmp.h
2007-12-19	2007-12-19	Christian Heimes	Lib/ctypes/test/test_delattr.py
2007-12-20	2007-08-15	Georg Brandl	Doc/library/undoc.rst
2007-12-21	2002-11-13	Guido van Rossum	Lib/logging/__init__.py
2007-12-21	2007-08-15	Georg Brandl	Doc/reference/introduction.rst
2007-12-23	2007-08-15	Georg Brandl	Doc/whatsnew/2.5.rst
2007-12-25	2007-08-30	Guido van Rossum	Lib/email/mime/nonmultipart.py
2007-12-26	2007-08-15	Georg Brandl	Doc/whatsnew/2.3.rst
2007-12-27	2000-08-15	David Scherer	Lib/idlelib/colorizer.py
2007-12-29	2017-03-04	Ned Deily	Modules/getbuildinfo.c
2007-12-31	2003-06-18	Walter Dörwald	Lib/test/test_complex.py
2007-12-31	2007-12-31	Christian Heimes	PCbuild/build_env.bat
2008-01-06	2008-08-06	Serhiy Storchaka	Modules/_sre.c
2008-01-07	2007-08-30	Guido van Rossum	Lib/test/test_email/data/msg_10.txt
2008-01-08	2007-09-19	Thomas Wouters	Lib/test/decimaltestdata/logb.decTest
2008-01-10	2007-08-15	Georg Brandl	Doc/library/stringprep.rst
2008-01-10	2007-08-30	Guido van Rossum	Lib/email/mime/audio.py
2008-01-11	2010-09-29	Antoine Pitrou	Lib/nntplib.py
2008-01-13	2005-10-20	Jeremy Hylton	Python/asdl.c
2008-01-16	2007-08-30	Guido van Rossum	Lib/test/test_email/data/msg_06.txt
2008-01-20	2007-08-15	Georg Brandl	Doc/library/mailbox.rst
2008-01-22	2007-08-15	Georg Brandl	Doc/includes/sqlite3/collation_reverse.py
2008-01-23	2007-08-15	Georg Brandl	Doc/whatsnew/2.2.rst
2008-01-28	2006-03-08	Thomas Heller	Lib/ctypes/test/test_unicode.py
2008-02-01	2007-08-30	Guido van Rossum	Lib/email/mime/multipart.py
2008-02-02	2007-08-15	Georg Brandl	Doc/includes/sqlite3/executescript.py
2008-02-03	2007-08-15	Georg Brandl	Doc/library/mailcap.rst
2008-02-04	2007-08-15	Georg Brandl	Doc/distutils/introduction.rst
2008-02-04	2007-08-15	Georg Brandl	Doc/library/pyexpat.rst
2008-02-05	2008-01-20	Christian Heimes	Lib/test/curses_tests.py
2008-02-05	2015-03-20	Serhiy Storchaka	Tools/freeze/bkfile.py
2008-02-06	2008-02-06	Christian Heimes	Lib/test/profilee.py
2008-02-07	2002-11-23	Martin v. Löwis	Modules/unicodedata.c
2008-02-10	2004-01-17	Hye-Shik Chang	Modules/cjkcodecs/multibytecodec.c
2008-02-12	2007-08-15	Georg Brandl	Doc/library/sunau.rst
2008-02-13	2000-08-15	Terry Jan Reedy	Lib/idlelib/history.py
2008-02-13	2007-08-30	Guido van Rossum	Lib/test/test_abstract_numbers.py
2008-02-14	2007-08-15	Georg Brandl	Doc/library/python.rst
2008-02-15	2007-08-30	Guido van Rossum	Lib/test/test_email/torture_test.py
2008-02-18	2020-05-06	Guido van Rossum	Lib/fnmatch.py
2008-02-20	2007-08-30	Guido van Rossum	Lib/email/charset.py
2008-02-22	2004-01-17	Hye-Shik Chang	Lib/test/test_codecencodings_jp.py
2008-02-22	2007-08-15	Georg Brandl	Doc/library/curses.ascii.rst
2008-02-25	2005-01-08	Skip Montanaro	Misc/gdbinit
2008-02-25	2007-08-15	Georg Brandl	Doc/library/markup.rst
2008-02-28	2007-08-15	Georg Brandl	Doc/library/winsound.rst
2008-03-01	2007-08-15	Georg Brandl	Doc/distutils/extending.rst
2008-03-04	2008-03-04	Christian Heimes	Modules/_ctypes/libffi_osx/LICENSE
2008-03-04	2008-03-04	Christian Heimes	Modules/_ctypes/libffi_osx/README.pyobjc
2008-03-04	2008-03-04	Christian Heimes	Modules/_ctypes/libffi_osx/include/ffi_common.h
2008-03-04	2008-03-04	Christian Heimes	Modules/_ctypes/libffi_osx/include/fficonfig.h
2008-03-04	2008-03-04	Christian Heimes	Modules/_ctypes/libffi_osx/include/ffitarget.h
2008-03-04	2008-03-04	Christian Heimes	Modules/_ctypes/libffi_osx/include/ppc-ffitarget.h
2008-03-04	2008-03-04	Christian Heimes	Modules/_ctypes/libffi_osx/include/x86-ffitarget.h
2008-03-04	2008-03-04	Christian Heimes	Modules/_ctypes/libffi_osx/powerpc/ppc-darwin.h
2008-03-04	2008-03-04	Christian Heimes	Modules/_ctypes/libffi_osx/types.c
2008-03-05	2006-08-11	Thomas Wouters	Lib/wsgiref/handlers.py
2008-03-06	2012-10-01	Georg Brandl	Misc/HISTORY
2008-03-08	2008-03-04	Christian Heimes	Modules/_ctypes/libffi_osx/powerpc/ppc-darwin.S
2008-03-08	2008-03-04	Christian Heimes	Modules/_ctypes/libffi_osx/powerpc/ppc64-darwin_closure.S
2008-03-09	2003-04-24	Marc-André Lemburg	Lib/platform.py
2008-03-09	2008-03-04	Christian Heimes	Modules/_ctypes/libffi_osx/powerpc/ppc-ffi_darwin.c
2008-03-10	2007-08-30	Guido van Rossum	Lib/email/mime/message.py
2008-03-11	2008-03-04	Christian Heimes	Modules/_ctypes/libffi_osx/include/ffi.h
2008-03-12	2006-03-08	Thomas Heller	Lib/ctypes/test/test_pointers.py
2008-03-16	2007-08-15	Georg Brandl	Doc/library/xml.sax.handler.rst
2008-03-17	2007-08-15	Georg Brandl	Doc/library/internet.rst
2008-03-18	2008-03-18	Trent Nelson	Lib/test/tokenize_tests-no-coding-cookie-and-utf8-bom-sig-only.txt
2008-03-18	2008-03-18	Trent Nelson	Lib/test/tokenize_tests-utf8-coding-cookie-and-utf8-bom-sig.txt
2008-03-19	2008-03-04	Christian Heimes	Modules/_ctypes/libffi_osx/README
2008-03-19	2008-03-19	Martin v. Löwis	Lib/lib2to3/PatternGrammar.txt
2008-03-19	2008-03-19	Martin v. Löwis	Lib/lib2to3/fixes/__init__.py
2008-03-19	2008-03-19	Martin v. Löwis	Lib/lib2to3/pgen2/__init__.py
2008-03-20	2007-08-15	Georg Brandl	Doc/includes/sqlite3/shared_cache.py
2008-03-20	2007-08-15	Georg Brandl	Doc/tutorial/index.rst
2008-03-20	2008-03-20	Amaury Forgeot d'Arc	Lib/test/relimport.py
2008-03-22	2008-03-04	Christian Heimes	Modules/_ctypes/libffi_osx/x86/darwin64.S
2008-03-24	2006-04-21	Thomas Wouters	Modules/_sqlite/util.c
2008-03-24	2008-06-11	Martin v. Löwis	PC/config.c
2008-03-25	1991-05-05	Mark Dickinson	Objects/longobject.c
2008-03-27	2007-08-30	Guido van Rossum	Lib/email/mime/image.py
2008-03-27	2016-08-18	Guido van Rossum	Lib/test/test_contains.py
2008-04-01	2008-02-24	Christian Heimes	Doc/library/modulefinder.rst
2008-04-04	2008-03-17	Eric Smith	Lib/test/test_int_literal.py
2008-04-05	2008-02-24	Christian Heimes	Lib/test/test_bisect.py
2008-04-07	2003-01-15	Martin v. Löwis	Lib/py_compile.py
2008-04-07	2007-08-15	Georg Brandl	Doc/library/grp.rst
2008-04-09	2010-10-15	Georg Brandl	Lib/xml/parsers/expat.py
2008-04-10	2008-03-19	Martin v. Löwis	Lib/lib2to3/pgen2/conv.py
2008-04-12	2007-08-15	Georg Brandl	Doc/library/modules.rst
2008-04-12	2007-08-15	Georg Brandl	Doc/library/ossaudiodev.rst
2008-04-12	2007-09-12	Georg Brandl	Doc/library/bdb.rst
2008-04-13	2000-08-15	David Scherer	Lib/idlelib/outwin.py
2008-04-14	2007-08-15	Georg Brandl	Doc/library/filesys.rst
2008-04-14	2007-08-30	Guido van Rossum	Lib/email/__init__.py
2008-04-15	2007-08-15	Georg Brandl	Doc/library/parser.rst
2008-04-17	2008-03-19	Martin v. Löwis	Lib/lib2to3/tests/data/py2_test_grammar.py
2008-04-18	2008-03-04	Christian Heimes	Modules/_ctypes/libffi_osx/ffi.c
2008-04-20	2008-03-19	Martin v. Löwis	Lib/lib2to3/fixes/fix_has_key.py
2008-04-22	2007-08-30	Guido van Rossum	Lib/email/_parseaddr.py
2008-04-23	2008-03-19	Martin v. Löwis	Lib/lib2to3/pgen2/pgen.py
2008-04-25	2007-08-15	Georg Brandl	Doc/library/audioop.rst
2008-04-25	2008-03-19	Martin v. Löwis	Lib/lib2to3/fixes/fix_throw.py
2008-04-25	2019-01-31	Guido van Rossum	Parser/parsetok.c
2008-04-28	2007-08-15	Georg Brandl	Doc/copyright.rst
2008-04-28	2007-08-25	Eric Smith	Objects/stringlib/unicodedefs.h
2008-04-28	2008-03-19	Martin v. Löwis	Lib/lib2to3/fixes/fix_renames.py
2008-04-29	2006-04-21	Thomas Wouters	Lib/sqlite3/test/types.py
2008-04-29	2007-08-15	Georg Brandl	Doc/library/xml.sax.reader.rst
2008-04-30	2007-08-15	Georg Brandl	Doc/howto/sockets.rst
2008-04-30	2007-08-30	Guido van Rossum	Lib/email/encoders.py
2008-04-30	2008-03-19	Martin v. Löwis	Lib/lib2to3/fixes/fix_next.py
2008-05-02	2008-04-19	Christian Heimes	Lib/test/ieee754.txt
2008-05-03	2007-08-15	Georg Brandl	Doc/library/termios.rst
2008-05-04	2008-05-04	Christian Heimes	Lib/test/crashers/mutation_inside_cyclegc.py
2008-05-05	2006-03-08	Thomas Heller	Modules/_ctypes/_ctypes.c
2008-05-06	2007-08-15	Georg Brandl	Doc/library/crypto.rst
2008-05-07	2008-03-19	Martin v. Löwis	Lib/lib2to3/fixes/fix_tuple_params.py
2008-05-08	2007-08-15	Georg Brandl	Doc/library/aifc.rst
2008-05-08	2008-03-19	Martin v. Löwis	Lib/lib2to3/fixes/fix_ws_comma.py
2008-05-11	2008-03-19	Martin v. Löwis	Lib/lib2to3/fixes/fix_exec.py
2008-05-15	2007-04-27	Guido van Rossum	Lib/test/test_pyexpat.py
2008-05-15	2008-03-19	Martin v. Löwis	Lib/lib2to3/pgen2/parse.py
2008-05-15	2009-04-16	Mark Dickinson	Include/pyport.h
2008-05-17	2008-03-19	Martin v. Löwis	Lib/lib2to3/fixes/fix_except.py
2008-05-18	2007-08-15	Georg Brandl	Doc/library/doctest.rst
2008-05-19	1997-07-19	Guido van Rossum	Lib/tkinter/colorchooser.py
2008-05-21	2001-01-21	Fredrik Lundh	Tools/unicode/makeunicodedata.py
2008-05-22	2001-06-11	Tim Peters	Include/longobject.h
2008-05-23	2007-08-15	Georg Brandl	Doc/includes/run-func.c
2008-05-24	2008-03-19	Martin v. Löwis	Lib/lib2to3/fixes/fix_xreadlines.py
2008-05-26	2008-05-26	Georg Brandl	Lib/dbm/gnu.py
2008-05-26	2008-05-26	Georg Brandl	Lib/dbm/ndbm.py
2008-05-26	2008-05-26	Georg Brandl	Lib/xmlrpc/__init__.py
2008-05-28	2003-11-16	Raymond Hettinger	Objects/setobject.c
2008-05-28	2007-08-15	Georg Brandl	Doc/library/wsgiref.rst
2008-05-29	2008-06-10	Martin v. Löwis	Lib/turtle.py
2008-05-29	2008-06-11	Martin v. Löwis	Include/moduleobject.h
2008-05-29	2009-04-16	Eric Smith	Include/pystrtod.h
2008-05-30	2007-08-15	Georg Brandl	Doc/library/rlcompleter.rst
2008-05-31	2008-03-04	Christian Heimes	Modules/_ctypes/libffi_osx/powerpc/ppc-darwin_closure.S
2008-06-01	2007-07-29	Martin v. Löwis	Lib/test/test_utf8source.py
2008-06-04	2008-03-19	Martin v. Löwis	Lib/lib2to3/fixes/fix_types.py
2008-06-06	2006-03-08	Thomas Heller	Lib/ctypes/test/test_byteswap.py
2008-06-09	2007-12-03	Christian Heimes	Lib/distutils/msvc9compiler.py
2008-06-10	2008-03-19	Martin v. Löwis	Lib/lib2to3/fixer_base.py
2008-06-10	2008-03-19	Martin v. Löwis	Lib/lib2to3/fixes/fix_numliterals.py
2008-06-10	2008-06-10	Martin v. Löwis	Lib/turtledemo/turtle.cfg
2008-06-10	2010-11-21	Brian Curtin	Lib/idlelib/idle.bat
2008-06-11	2008-06-10	Martin v. Löwis	Lib/turtledemo/colormixer.py
2008-06-12	2008-09-02	Christian Heimes	Doc/whatsnew/2.6.rst
2008-06-13	2007-08-15	Georg Brandl	Doc/library/http.cookiejar.rst
2008-06-13	2007-08-15	Georg Brandl	Doc/library/numeric.rst
2008-06-13	2008-03-19	Martin v. Löwis	Lib/lib2to3/fixes/fix_methodattrs.py
2008-06-14	2007-08-15	Georg Brandl	Doc/tutorial/stdlib2.rst
2008-06-16	2006-05-27	Thomas Wouters	Objects/stringlib/find.h
2008-06-16	2007-08-15	Georg Brandl	Doc/includes/sqlite3/simple_tableprinter.py
2008-06-16	2007-08-30	Thomas Wouters	Lib/test/test_pipes.py
2008-06-17	2008-03-19	Martin v. Löwis	Lib/lib2to3/fixes/fix_ne.py
2008-06-17	2008-03-19	Martin v. Löwis	Lib/lib2to3/fixes/fix_print.py
2008-06-18	2008-03-19	Martin v. Löwis	Lib/lib2to3/fixes/fix_repr.py
2008-06-18	2008-03-19	Martin v. Löwis	Lib/lib2to3/fixes/fix_standarderror.py
2008-06-18	2008-06-11	Benjamin Peterson	Doc/includes/mp_workers.py
2008-06-19	2007-08-15	Georg Brandl	Doc/library/email.charset.rst
2008-06-19	2008-03-18	Trent Nelson	Lib/test/tokenize_tests-utf8-coding-cookie-and-no-utf8-bom-sig.txt
2008-06-21	2008-01-31	Christian Heimes	Doc/library/numbers.rst
2008-06-21	2010-09-28	Hirokazu Yamamoto	Lib/ctypes/wintypes.py
2008-06-22	2005-10-20	Jeremy Hylton	Include/asdl.h
2008-06-22	2008-03-19	Martin v. Löwis	Lib/lib2to3/fixes/fix_buffer.py
2008-06-22	2010-08-09	Łukasz Langa	Lib/configparser.py
2008-06-23	2006-04-21	Thomas Wouters	Modules/_sqlite/statement.c
2008-06-23	2007-08-15	Georg Brandl	Doc/c-api/utilities.rst
2008-06-25	2006-03-08	Thomas Heller	Lib/ctypes/test/test_strings.py
2008-06-25	2007-08-15	Georg Brandl	Doc/distutils/apiref.rst
2008-06-25	2008-06-10	Martin v. Löwis	Lib/turtledemo/yinyang.py
2008-06-27	2007-08-15	Georg Brandl	Doc/library/chunk.rst
2008-06-27	2007-08-30	Guido van Rossum	Lib/email/mime/application.py
2008-06-29	2007-08-15	Georg Brandl	Doc/library/getopt.rst
2008-06-30	2007-08-15	Georg Brandl	Doc/library/archiving.rst
2008-07-01	2008-07-01	Benjamin Peterson	Mac/IDLE/IDLE.app/Contents/PkgInfo
2008-07-02	2007-08-15	Georg Brandl	Doc/library/nis.rst
2008-07-03	2007-08-15	Georg Brandl	Doc/c-api/index.rst
2008-07-03	2008-03-19	Martin v. Löwis	Lib/lib2to3/fixes/fix_idioms.py
2008-07-03	2008-03-19	Martin v. Löwis	Lib/lib2to3/fixes/fix_raw_input.py
2008-07-03	2008-06-10	Martin v. Löwis	Lib/turtledemo/penrose.py
2008-07-05	2003-03-06	Guido van Rossum	Lib/timeit.py
2008-07-07	2008-03-19	Martin v. Löwis	Lib/lib2to3/pgen2/literals.py
2008-07-08	1996-12-18	Guido van Rossum	Modules/resource.c
2008-07-08	2007-08-25	Eric Smith	Objects/stringlib/stringdefs.h
2008-07-10	2007-08-15	Georg Brandl	Doc/includes/sqlite3/executemany_1.py
2008-07-10	2007-08-15	Georg Brandl	Doc/library/spwd.rst
2008-07-10	2008-06-10	Martin v. Löwis	Lib/turtledemo/fractalcurves.py
2008-07-10	2008-07-01	Benjamin Peterson	Mac/IDLE/IDLE.app/Contents/MacOS/IDLE
2008-07-12	2008-06-10	Martin v. Löwis	Lib/turtledemo/bytedesign.py
2008-07-15	2007-04-15	Nick Coghlan	Lib/test/test_setcomps.py
2008-07-15	2008-03-19	Martin v. Löwis	Lib/lib2to3/fixes/fix_basestring.py
2008-07-15	2008-03-19	Martin v. Löwis	Lib/lib2to3/fixes/fix_future.py
2008-07-16	2004-07-18	Hye-Shik Chang	Modules/cjkcodecs/_codecs_cn.c
2008-07-18	2006-04-21	Thomas Wouters	Modules/_sqlite/util.h
2008-07-20	2008-03-19	Martin v. Löwis	Lib/lib2to3/fixes/fix_funcattrs.py
2008-07-21	2006-03-08	Thomas Heller	Lib/ctypes/test/test_bitfields.py
2008-07-23	2007-04-15	Nick Coghlan	Lib/test/test_listcomps.py
2008-07-27	2007-08-25	Neal Norwitz	Lib/test/test_syslog.py
2008-07-27	2008-07-16	Benjamin Peterson	Lib/lib2to3/fixes/fix_imports2.py
2008-07-27	2012-08-21	Guido van Rossum	Lib/test/test_timeout.py
2008-07-28	2003-02-01	Raymond Hettinger	Modules/itertoolsmodule.c
2008-07-29	2004-06-17	Fred Drake	Lib/distutils/tests/test_build_py.py
2008-07-29	2007-08-15	Georg Brandl	Doc/library/binhex.rst
2008-07-31	2007-08-15	Georg Brandl	Doc/library/tty.rst
2008-07-31	2008-06-11	Benjamin Peterson	Doc/includes/mp_pool.py
2008-08-01	1994-09-29	Serhiy Storchaka	Python/getargs.c
2008-08-01	2002-12-16	Tim Peters	Modules/_datetimemodule.c
2008-08-01	2007-08-15	Georg Brandl	Doc/library/asynchat.rst
2008-08-02	2007-08-15	Georg Brandl	Doc/library/colorsys.rst
2008-08-03	2008-03-19	Martin v. Löwis	Lib/lib2to3/fixes/fix_raise.py
2008-08-04	2013-03-20	Guido van Rossum	Python/marshal.c
2008-08-06	2006-08-21	Thomas Wouters	Lib/test/test_index.py
2008-08-06	2007-08-28	Thomas Wouters	Tools/scripts/get-remote-certificate.py
2008-08-06	2008-03-19	Martin v. Löwis	Lib/lib2to3/tests/pytree_idempotency.py
2008-08-06	2008-06-11	Benjamin Peterson	Doc/includes/mp_newtype.py
2008-08-06	2016-11-08	Barry Warsaw	Lib/gettext.py
2008-08-08	2007-08-15	Raymond Hettinger	Doc/tutorial/floatingpoint.rst
2008-08-17	2004-01-29	Raymond Hettinger	Lib/test/test_deque.py
2008-08-20	2006-04-21	Thomas Wouters	Modules/_sqlite/module.c
2008-08-20	2007-08-15	Georg Brandl	Doc/library/tabnanny.rst
2008-08-20	2008-01-18	Christian Heimes	Tools/scripts/win_add2path.py
2008-08-22	2008-03-19	Martin v. Löwis	Lib/lib2to3/pytree.py
2008-08-23	2008-03-18	Guido van Rossum	Lib/tokenize.py
2008-08-26	2007-08-15	Georg Brandl	Doc/library/optparse.rst
2008-08-27	2007-08-28	Eric Smith	Lib/string.py
2008-08-28	2007-08-15	Georg Brandl	Doc/library/msilib.rst
2008-08-31	2007-08-15	Georg Brandl	Doc/library/builtins.rst
2008-08-31	2008-03-19	Martin v. Löwis	Lib/lib2to3/tests/data/py3_test_grammar.py
2008-08-31	2008-03-19	Martin v. Löwis	Lib/lib2to3/tests/test_pytree.py
2008-09-01	2007-08-15	Georg Brandl	Doc/reference/toplevel_components.rst
