DATE(MEAN)	DATE(MODE)	WHO(MODE)	PATH
2009-12-05	2019-04-18	Henrique de Moraes Holschuh	Documentation/admin-guide/laptops/thinkpad-acpi.rst
2009-12-09	2009-12-09	Laurent Pinchart	Documentation/ABI/testing/sysfs-bus-media
2009-12-16	2009-12-16	Andi Kleen	Documentation/ABI/testing/sysfs-memory-page-offline
2009-12-19	2005-09-06	Abhay Salunke	Documentation/admin-guide/dell_rbu.rst
2010-02-13	2006-12-25	Grant Grundler	Documentation/PCI/pci.rst
2010-02-13	2009-03-31	Theodore Ts'o	Documentation/ABI/testing/sysfs-fs-ext4
2010-02-25	2007-10-19	Paul Menage	Documentation/admin-guide/cgroup-v1/cgroups.rst
2010-03-19	2009-06-22	Jonthan Brassow	Documentation/admin-guide/device-mapper/dm-log.rst
2010-04-02	2010-04-02	Alan Stern	Documentation/ABI/obsolete/sysfs-bus-usb
2010-04-26	2005-09-23	Paolo 'Blaisorblade' Giarrusso	Documentation/admin-guide/device-mapper/snapshot.rst
2010-05-12	2010-05-12	Don Prince	Documentation/ABI/testing/sysfs-driver-hid-prodikeys
2010-05-14	2009-03-31	Bharata B Rao	Documentation/admin-guide/cgroup-v1/cpuacct.rst
2010-05-20	2009-01-06	Gary Hade	Documentation/ABI/testing/sysfs-devices-memory
2010-05-26	2009-08-28	Corentin Chary	Documentation/ABI/stable/sysfs-class-backlight
2010-05-27	2010-03-30	Bruno Prémont	Documentation/ABI/testing/sysfs-driver-hid-picolcd
2010-07-16	2008-09-17	David Vrabel	Documentation/ABI/testing/sysfs-class-uwb_rc-wusbhc
2010-09-01	2005-04-16	Linus Torvalds	Documentation/RCU/rcu.rst
2010-09-02	2008-10-16	Dave Hansen	Documentation/ABI/testing/sysfs-profiling
2010-09-05	2005-04-16	Linus Torvalds	Documentation/admin-guide/blockdev/nbd.rst
2010-09-13	2005-04-16	Linus Torvalds	Documentation/admin-guide/kernel-parameters.rst
2010-10-09	2010-10-09	Stefan Richter	Documentation/ABI/removed/dv1394
2010-10-25	2008-11-14	Willy Tarreau	Documentation/admin-guide/lcd-panel-cgram.rst
2010-10-26	2010-10-26	R.Durgadoss	Documentation/ABI/stable/thermal-notification
2010-11-02	2008-11-14	Paul E. McKenney	Documentation/RCU/rcubarrier.rst
2010-11-18	2008-04-10	Konrad Rzeszutek	Documentation/ABI/testing/sysfs-ibft
2010-11-30	2007-02-08	Mattia Dongili	Documentation/admin-guide/laptops/sony-laptop.rst
2010-12-01	2006-07-31	Zhang, Yanmin	Documentation/PCI/pcieaer-howto.rst
2010-12-04	2008-09-13	David Brownell	Documentation/ABI/obsolete/sysfs-gpio
2010-12-13	2011-12-29	Paul E. McKenney	Documentation/RCU/RTFP.txt
2011-01-08	2011-01-06	Stefan Achatz	Documentation/ABI/obsolete/sysfs-driver-hid-roccat-arvo
2011-01-16	2016-09-23	NeilBrown	Documentation/admin-guide/md.rst
2011-01-21	2011-01-21	Chuanxiao Dong	Documentation/ABI/testing/sysfs-devices-mmc
2011-02-01	2009-08-28	Corentin Chary	Documentation/ABI/testing/sysfs-platform-eeepc-laptop
2011-02-04	2010-05-26	Feng Tang	Documentation/ABI/testing/sysfs-firmware-sfi
2011-02-26	2012-10-27	Paul E. McKenney	Documentation/RCU/rcuref.rst
2011-03-05	2008-10-19	Matt Helsley	Documentation/admin-guide/cgroup-v1/freezer-subsystem.rst
2011-03-06	2009-04-09	Kevin Cernekee	Documentation/ABI/testing/sysfs-class-mtd
2011-03-08	2008-06-20	Zhang Rui	Documentation/ABI/testing/sysfs-firmware-acpi
2011-03-13	2006-12-08	Thomas Maier	Documentation/ABI/testing/debugfs-pktcdvd
2011-03-17	2005-04-16	Linus Torvalds	Documentation/admin-guide/iostats.rst
2011-03-17	2005-04-16	Steve French	Documentation/admin-guide/cifs/usage.rst
2011-03-25	2009-06-02	Andrew Patterson	Documentation/ABI/testing/sysfs-bus-pci-devices-cciss
2011-04-17	2011-02-04	Pavan Savoy	Documentation/ABI/testing/sysfs-platform-kim
2011-04-18	2009-08-28	Corentin Chary	Documentation/ABI/testing/sysfs-platform-asus-laptop
2011-04-30	2011-04-30	Mike Waychison	Documentation/ABI/testing/sysfs-firmware-log
2011-05-05	2009-06-22	Kiyoshi Ueda	Documentation/admin-guide/device-mapper/dm-queue-length.rst
2011-05-11	2008-08-14	Harrison Metzger	Documentation/ABI/testing/sysfs-bus-usb-devices-usbsevseg
2011-05-13	2010-10-09	Stefan Richter	Documentation/ABI/removed/video1394
2011-05-19	2011-05-09	Rafał Miłecki	Documentation/ABI/testing/sysfs-bus-bcma
2011-06-03	2005-04-16	Paul E. McKenney	Documentation/RCU/checklist.rst
2011-06-16	2010-10-09	Stefan Richter	Documentation/ABI/removed/raw1394
2011-06-28	2011-04-30	Mike Waychison	Documentation/ABI/testing/sysfs-firmware-gsmi
2011-08-14	2009-08-28	Corentin Chary	Documentation/admin-guide/laptops/asus-laptop.rst
2011-08-30	2009-06-02	Bing Zhao	Documentation/admin-guide/btmrvl.rst
2011-08-30	2009-06-22	Kiyoshi Ueda	Documentation/admin-guide/device-mapper/dm-service-time.rst
2011-09-05	2008-02-05	Casey Schaufler	Documentation/admin-guide/LSM/Smack.rst
2011-09-05	2011-09-05	Ike Panhc	Documentation/ABI/testing/debugfs-ideapad
2011-09-06	2011-03-12	Mike Waychison	Documentation/ABI/stable/sysfs-firmware-efi-vars
2011-09-30	2010-04-09	Vivek Goyal	Documentation/admin-guide/cgroup-v1/blkio-controller.rst
2011-10-12	2011-07-09	Stefan Richter	Documentation/ABI/stable/sysfs-bus-firewire
2011-11-01	2011-04-22	Richard Cochran	Documentation/ABI/testing/sysfs-ptp
2011-11-14	2008-04-30	Samuel Thibault	Documentation/admin-guide/braille-console.rst
2011-11-14	2010-08-10	Kalhan Trisal	Documentation/ABI/testing/sysfs-bus-i2c-devices-hm6352
2011-11-23	2011-11-23	Benjamin Tissoires	Documentation/ABI/testing/sysfs-driver-hid-multitouch
2011-12-21	2011-11-24	Stefan Achatz	Documentation/ABI/obsolete/sysfs-driver-hid-roccat-isku
2011-12-26	2010-01-23	Rafael J. Wysocki	Documentation/ABI/testing/sysfs-devices-power
2012-01-04	2010-03-18	Stefan Achatz	Documentation/ABI/testing/sysfs-driver-hid-roccat-kone
2012-01-04	2010-07-16	Thomas Renninger	Documentation/ABI/testing/debugfs-ec
2012-01-11	2016-09-21	Mauro Carvalho Chehab	Documentation/admin-guide/binfmt-misc.rst
2012-01-19	2007-05-09	Heinz Mauelshagen	Documentation/admin-guide/device-mapper/delay.rst
2012-02-05	2011-09-14	Alan Stern	Documentation/ABI/testing/sysfs-bus-pci-drivers-ehci_hcd
2012-02-17	2008-08-26	Serge E. Hallyn	Documentation/admin-guide/LSM/SELinux.rst
2012-03-06	2011-10-31	Joe Thornber	Documentation/admin-guide/device-mapper/persistent-data.rst
2012-03-12	2011-02-28	Ludwig Nussel	Documentation/ABI/testing/sysfs-kernel-fscaps
2012-03-25	2010-02-23	Paul E. McKenney	Documentation/RCU/lockdep.rst
2012-03-27	2012-03-27	Daniel Drake	Documentation/ABI/testing/debugfs-olpc
2012-04-01	2012-04-01	Tao Ma	Documentation/ABI/testing/sysfs-cfq-target-latency
2012-04-09	2012-04-09	Asai Thambi S P	Documentation/ABI/testing/sysfs-block-rssd
2012-04-13	2012-04-13	Carlos Chinea	Documentation/ABI/testing/sysfs-bus-hsi
2012-04-18	2005-04-16	Linus Torvalds	Documentation/RCU/listRCU.rst
2012-04-20	2011-10-09	Bart Van Assche	Documentation/ABI/stable/sysfs-driver-ib_srp
2012-04-24	2010-12-28	Tony Luck	Documentation/ABI/testing/pstore
2012-04-24	2012-04-24	Jon Brenner	Documentation/ABI/testing/sysfs-bus-iio-light-tsl2772
2012-05-03	2012-05-03	Johan Hovold	Documentation/ABI/testing/sysfs-bus-i2c-devices-lm3533
2012-05-06	2011-06-15	Michael Hennerich	Documentation/ABI/testing/sysfs-class-backlight-driver-adp8870
2012-05-08	2012-05-08	Pablo Neira Ayuso	Documentation/ABI/removed/ip_queue
2012-05-16	2011-06-10	Andreas Gruenbacher	Documentation/admin-guide/blockdev/drbd/data-structure-v9.rst
2012-05-21	2012-05-21	Johan Hovold	Documentation/ABI/testing/sysfs-bus-iio-light-lm3533-als
2012-05-29	2011-07-14	Stefan Richter	Documentation/ABI/stable/firewire-cdev
2012-06-09	2009-02-05	Jason Baron	Documentation/admin-guide/dynamic-debug-howto.rst
2012-06-11	2012-06-11	Liu, Jinsong	Documentation/ABI/testing/sysfs-devices-system-xen_cpu
2012-06-16	2019-07-10	Shobhit Kukreti	Documentation/admin-guide/jfs.rst
2012-06-17	2012-05-29	Michael Hennerich	Documentation/ABI/testing/sysfs-bus-iio-frequency-adf4350
2012-06-23	2011-01-10	Marc Kleine-Budde	Documentation/ABI/testing/sysfs-platform-at91
2012-06-26	2009-01-08	KAMEZAWA Hiroyuki	Documentation/admin-guide/cgroup-v1/memcg_test.rst
2012-07-14	2011-10-26	David Vrabel	Documentation/ABI/stable/sysfs-devices-system-xen_memory
2012-08-02	2011-11-10	David Vrabel	Documentation/ABI/stable/sysfs-bus-xen-backend
2012-09-05	2011-10-20	Ohad Ben-Cohen	Documentation/ABI/testing/sysfs-bus-rpmsg
2012-09-12	2009-03-20	Chris Wright	Documentation/ABI/testing/sysfs-bus-pci
2012-09-14	2012-05-20	Stefan Achatz	Documentation/ABI/obsolete/sysfs-driver-hid-roccat-savu
2012-09-15	2019-07-31	Mauro Carvalho Chehab	Documentation/admin-guide/cifs/authors.rst
2012-10-02	2011-12-12	Laurent Pinchart	Documentation/ABI/testing/sysfs-devices-platform-sh_mobile_lcdc_fb
2012-10-02	2012-10-02	Lance Ortiz	Documentation/ABI/testing/sysfs-devices-firmware_node
2012-10-10	2008-06-17	Martin K. Petersen	Documentation/ABI/testing/sysfs-block
2012-10-11	2010-02-24	florian@mickler.org	Documentation/ABI/stable/sysfs-class-rfkill
2012-10-16	2012-10-16	Stefan Achatz	Documentation/ABI/obsolete/sysfs-driver-hid-roccat-lua
2012-11-13	2009-03-17	Matthew Wilcox	Documentation/PCI/msi-howto.rst
2012-11-15	2012-11-15	Andreas Larsson	Documentation/ABI/testing/sysfs-class-net-grcan
2012-11-28	2013-02-15	Aristeu Rozanski	Documentation/admin-guide/cgroup-v1/devices.rst
2012-12-01	2012-11-16	Yasuaki Ishimatsu	Documentation/ABI/testing/sysfs-devices-sun
2012-12-03	2012-04-20	MyungJoo Ham	Documentation/ABI/testing/sysfs-class-extcon
2012-12-09	2012-04-17	Mauro Carvalho Chehab	Documentation/ABI/testing/sysfs-devices-edac
2012-12-10	2010-10-05	Vernon Mauery	Documentation/ABI/testing/sysfs-devices-system-ibm-rtl
2012-12-13	2012-05-29	Michael Hennerich	Documentation/ABI/testing/sysfs-bus-iio-frequency-ad9523
2012-12-15	2012-12-15	Maxim Mikityanskiy	Documentation/ABI/testing/sysfs-platform-msi-laptop
2012-12-24	2011-07-22	Paul E. McKenney	Documentation/RCU/lockdep-splat.rst
2013-01-06	2019-06-12	Balbir Singh	Documentation/admin-guide/cgroup-v1/memory.rst
2013-01-08	2009-04-13	Tetsuo Handa	Documentation/admin-guide/LSM/tomoyo.rst
2013-01-19	2005-06-25	Vivek Goyal	Documentation/admin-guide/kdump/gdbmacros.txt
2013-01-24	2013-01-24	Rafael J. Wysocki	Documentation/ABI/testing/sysfs-devices-power_state
2013-01-24	2013-01-24	Rafael J. Wysocki	Documentation/ABI/testing/sysfs-devices-real_power_state
2013-01-24	2013-01-24	Rafael J. Wysocki	Documentation/ABI/testing/sysfs-devices-resource_in_use
2013-01-24	2013-10-26	Bart Van Assche	Documentation/ABI/stable/sysfs-transport-srp
2013-01-25	2013-01-25	Rafael J. Wysocki	Documentation/ABI/testing/sysfs-devices-power_resources_D0
2013-01-25	2013-01-25	Rafael J. Wysocki	Documentation/ABI/testing/sysfs-devices-power_resources_D1
2013-01-25	2013-01-25	Rafael J. Wysocki	Documentation/ABI/testing/sysfs-devices-power_resources_D2
2013-01-25	2013-01-25	Rafael J. Wysocki	Documentation/ABI/testing/sysfs-devices-power_resources_D3hot
2013-01-30	2012-08-22	Xiaoyan Zhang	Documentation/ABI/testing/sysfs-driver-ppi
2013-01-31	2013-01-31	Simon Wood	Documentation/ABI/testing/sysfs-driver-hid-srws1
2013-02-02	2013-02-02	Ge Gao	Documentation/ABI/testing/sysfs-bus-iio-mpu6050
2013-02-03	2009-03-20	Yu Zhao	Documentation/PCI/pci-iov-howto.rst
2013-02-04	2012-10-29	Alan Cox	Documentation/ABI/testing/sysfs-tty
2013-02-12	2008-07-14	Cornelia Huck	Documentation/ABI/testing/sysfs-bus-css
2013-02-17	2011-07-03	Kirill Smelkov	Documentation/ABI/testing/sysfs-module
2013-02-23	2013-01-04	Vivien Didelot	Documentation/ABI/testing/sysfs-platform-ts5500
2013-02-27	2010-07-22	Andy Shevchenko	Documentation/ABI/testing/sysfs-devices-platform-_UDC_-gadget
2013-03-06	2013-03-06	Rafael J. Wysocki	Documentation/ABI/testing/sysfs-devices-lpss_ltr
2013-03-10	2013-03-10	Stefan Achatz	Documentation/ABI/obsolete/sysfs-driver-hid-roccat-konepure
2013-03-19	2011-10-31	Joe Thornber	Documentation/admin-guide/device-mapper/thin-provisioning.rst
2013-03-23	2011-11-04	Thomas Renninger	Documentation/ABI/stable/sysfs-acpi-pmprofile
2013-03-23	2013-03-23	Kent Overstreet	Documentation/ABI/testing/sysfs-block-bcache
2013-03-27	2018-03-23	Mauro Carvalho Chehab	COPYING
2013-03-30	2012-02-09	Fernando Luis Vázquez Cao	Documentation/admin-guide/lockup-watchdogs.rst
2013-04-11	2013-04-11	Rafael J. Wysocki	Documentation/ABI/testing/sysfs-devices-power_resources_wakeup
2013-05-02	2013-05-02	Rafael J. Wysocki	Documentation/ABI/testing/sysfs-devices-online
2013-05-06	2009-10-22	Len Brown	Documentation/admin-guide/cputopology.rst
2013-05-09	2012-05-25	Markus Franke	Documentation/ABI/stable/sysfs-driver-w1_ds28e04
2013-05-20	2011-11-22	Neil Horman	Documentation/admin-guide/cgroup-v1/net_prio.rst
2013-05-25	2011-02-23	Mike Waychison	Documentation/ABI/testing/sysfs-firmware-dmi-entries
2013-06-02	2012-03-28	Milan Broz	Documentation/ABI/testing/sysfs-block-dm
2013-06-26	2013-05-23	Andrzej Pietrasiewicz	Documentation/ABI/testing/configfs-usb-gadget-phonet
2013-06-27	2018-02-23	Aishwarya Pant	Documentation/ABI/testing/sysfs-class-pktcdvd
2013-06-28	2013-06-13	Andrzej Pietrasiewicz	Documentation/ABI/testing/configfs-usb-gadget-ncm
2013-06-30	2011-09-07	Eduard Hasenleithner	Documentation/ABI/testing/sysfs-driver-wacom
2013-07-02	2013-07-02	Matthew Garrett	Documentation/ABI/testing/sysfs-driver-intel-rapid-start
2013-07-08	2013-06-13	Andrzej Pietrasiewicz	Documentation/ABI/testing/configfs-usb-gadget-obex
2013-07-08	2013-06-13	Andrzej Pietrasiewicz	Documentation/ABI/testing/configfs-usb-gadget-serial
2013-07-10	2005-04-16	Paul E. McKenney	Documentation/admin-guide/kernel-parameters.txt
2013-07-11	2013-06-13	Andrzej Pietrasiewicz	Documentation/ABI/testing/configfs-usb-gadget-acm
2013-07-18	2012-11-11	Stefan Achatz	Documentation/ABI/obsolete/sysfs-driver-hid-roccat-kovaplus
2013-07-27	2015-10-17	Stefan Achatz	Documentation/ABI/obsolete/sysfs-driver-hid-roccat-koneplus
2013-08-12	2017-10-30	Masahiro Yamada	.gitignore
2013-08-23	2012-03-15	Jiri Olsa	Documentation/ABI/testing/sysfs-bus-event_source-devices-format
2013-08-24	2010-05-04	Jonathan Cameron	Documentation/ABI/testing/sysfs-bus-iio
2013-09-04	2013-02-23	Petr Holasek	Documentation/ABI/testing/sysfs-kernel-mm-ksm
2013-09-06	2012-01-10	Mark Godfrey	Documentation/ABI/testing/sysfs-class-rtc-rtc0-device-rtc_calibration
2013-09-10	2011-11-29	Robert Jarzmik	Documentation/ABI/testing/sysfs-devices-platform-docg3
2013-09-13	2005-04-16	Steve French	Documentation/admin-guide/cifs/todo.rst
2013-09-30	2009-02-04	Mimi Zohar	Documentation/ABI/testing/ima_policy
2013-09-30	2013-06-11	H Hartley Sweeten	Documentation/ABI/testing/sysfs-class-pwm
2013-10-03	2012-11-11	Stefan Achatz	Documentation/ABI/obsolete/sysfs-driver-hid-roccat-pyra
2013-10-10	2011-11-26	Corentin Chary	Documentation/ABI/testing/sysfs-driver-samsung-laptop
2013-10-13	2011-02-07	Cristina Opriceana	Documentation/ABI/testing/sysfs-bus-iio-trigger-sysfs
2013-10-15	2013-09-05	Jeff Layton	Documentation/admin-guide/cifs/winucase_convert.pl
2013-10-20	2013-05-05	David Herrmann	Documentation/ABI/testing/sysfs-driver-hid-wiimote
2013-10-28	2013-10-28	Stefan Achatz	Documentation/ABI/obsolete/sysfs-driver-hid-roccat-ryos
2013-11-07	2013-10-11	Srinivas Pandruvada	Documentation/ABI/testing/sysfs-class-powercap
2013-12-05	2013-08-30	Hans de Goede	Documentation/ABI/stable/sysfs-bus-usb
2013-12-06	2013-12-06	Aaro Koskinen	Documentation/ABI/testing/sysfs-platform-tahvo-usb
2013-12-09	2013-12-03	Andrzej Pietrasiewicz	Documentation/ABI/testing/configfs-usb-gadget-ffs
2013-12-09	2013-12-09	Frank Haverkamp	Documentation/ABI/testing/debugfs-driver-genwqe
2013-12-27	2012-04-12	Kent Yoder	Documentation/ABI/testing/debugfs-pfo-nx-crypto
2013-12-30	2013-12-30	Dan Williams	Documentation/ABI/removed/net_dma
2014-01-07	2012-02-15	Bernhard Seibold	Documentation/ABI/testing/sysfs-driver-hid-lenovo
2014-01-09	2019-07-31	Rafael J. Wysocki	Documentation/ABI/testing/sysfs-power
2014-01-11	2012-11-07	Kent Yoder	Documentation/ABI/stable/sysfs-class-tpm
2014-01-12	2008-09-17	Mathias Nyman	Documentation/ABI/testing/sysfs-bus-usb
2014-02-04	2013-07-10	Jim Ramsay	Documentation/admin-guide/device-mapper/switch.rst
2014-03-09	2008-07-24	Nishanth Aravamudan	Documentation/ABI/testing/sysfs-kernel-mm-hugepages
2014-03-11	2012-03-16	Matt Fleming	Documentation/admin-guide/efi-stub.rst
2014-03-11	2014-10-01	Cody P Schafer	Documentation/ABI/testing/sysfs-bus-event_source-devices-events
2014-03-13	2011-08-02	Michael Hennerich	Documentation/ABI/testing/sysfs-bus-iio-impedance-analyzer-ad5933
2014-03-23	2017-05-13	Kees Cook	Documentation/admin-guide/LSM/apparmor.rst
2014-03-30	2011-07-13	Andy Lutomirski	Documentation/ABI/stable/vdso
2014-04-07	2010-10-26	Corentin Chary	Documentation/ABI/testing/sysfs-platform-asus-wmi
2014-04-21	2012-03-28	Mikulas Patocka	Documentation/admin-guide/device-mapper/verity.rst
2014-04-27	2013-12-20	Dave Young	Documentation/ABI/testing/sysfs-kernel-boot_params
2014-05-08	2014-05-08	Srinivas Pandruvada	Documentation/ABI/testing/sysfs-bus-iio-accel-bmc150
2014-05-08	2014-05-08	Srinivas Pandruvada	Documentation/ABI/testing/sysfs-bus-iio-gyro-bmg160
2014-05-12	2012-04-24	Jon Brenner	Documentation/ABI/testing/sysfs-bus-iio-light-tsl2583
2014-05-19	2014-05-19	Florian Fainelli	Documentation/ABI/testing/sysfs-platform-brcmstb-gisb-arb
2014-05-21	2014-05-21	Sam bobroff	Documentation/ABI/stable/sysfs-devices-system-cpu
2014-05-27	2014-02-28	Stewart Smith	Documentation/ABI/stable/sysfs-firmware-opal-elog
2014-06-12	2014-01-23	Vivek Goyal	Documentation/ABI/testing/sysfs-kernel-vmcoreinfo
2014-06-12	2014-06-12	Alex Williamson	Documentation/ABI/testing/sysfs-class-iommu
2014-06-12	2014-06-12	Alex Williamson	Documentation/ABI/testing/sysfs-class-iommu-amd-iommu
2014-06-12	2014-06-12	Alex Williamson	Documentation/ABI/testing/sysfs-class-iommu-intel-iommu
2014-06-12	2014-06-12	Peter De Schrijver	Documentation/ABI/testing/sysfs-driver-tegra-fuse
2014-06-23	2012-03-18	Carsten Emde	Documentation/admin-guide/edid.rst
2014-07-03	2012-05-08	Kay Sievers	Documentation/ABI/testing/dev-kmsg
2014-07-14	2014-07-14	Brian Foster	Documentation/ABI/testing/sysfs-fs-xfs
2014-08-02	2011-10-01	MyungJoo Ham	Documentation/ABI/testing/sysfs-class-devfreq
2014-08-03	2019-04-24	Changbin Du	Documentation/admin-guide/acpi/dsdt-override.rst
2014-08-08	2014-08-08	Vyacheslav Dubeyko	Documentation/ABI/testing/sysfs-fs-nilfs2
2014-08-12	2011-08-02	Mike Snitzer	Documentation/admin-guide/device-mapper/dm-flakey.rst
2014-08-12	2013-03-23	Kent Overstreet	Documentation/admin-guide/bcache.rst
2014-08-22	2014-05-23	Florian Fainelli	Documentation/ABI/testing/sysfs-class-net-statistics
2014-09-03	2011-12-21	Kees Cook	Documentation/admin-guide/LSM/Yama.rst
2014-09-05	2014-05-30	Bjørn Mork	Documentation/ABI/testing/sysfs-class-net-cdc_ncm
2014-09-12	2013-08-16	Mikulas Patocka	Documentation/admin-guide/device-mapper/statistics.rst
2014-09-29	2014-04-23	Li Jun	Documentation/ABI/testing/sysfs-platform-chipidea-usb-otg
2014-10-15	2013-12-09	Frank Haverkamp	Documentation/ABI/testing/sysfs-driver-genwqe
